date,team,player_acquired,player_relinquished,notes,category,source_page
2021-06-09,CHI,Natasha Mack,,The Chicago Sky signed Natasha Mack.,signing,bbref_transactions_2021.html
2021-06-10,CHI,,Natasha Mack,The Chicago Sky waived Natasha Mack.,waiver,bbref_transactions_2021.html
2021-06-11,PHO,,Bria Hartley,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320622.json
2021-06-11,PHO,,Diana Taurasi,STERNUM INJURY,missed_game_injury,espn_summary_401320622.json
2021-06-11,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320622.json
2021-06-11,MIN,,Layshia Clarendon,The Minnesota Lynx released Layshia Clarendon.,waiver,bbref_transactions_2021.html
2021-06-12,IND,,Aaliyah Wilson,LEFT FOOT,missed_game_injury,espn_summary_401320623.json
2021-06-12,IND,,Bernadett Hatar,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401320623.json
2021-06-12,LAS,,Chiney Ogwumike,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320624.json
2021-06-12,LAS,,Jasmine Walker,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320624.json
2021-06-12,LAS,,Nneka Ogwumike,LEFT KNEE,missed_game_injury,espn_summary_401320624.json
2021-06-12,MIN,,Jessica Shepard,STRAINED RIGHT GROIN,missed_game_injury,espn_summary_401320624.json
2021-06-12,MIN,,Rennia Davis,FRACTURED LEFT FOOT,missed_game_injury,espn_summary_401320624.json
2021-06-12,LAS,,Karlie Samuelson,COACH'S DECISION,missed_game_other,espn_summary_401320624.json
2021-06-12,MIN,Layshia Clarendon,,The Minnesota Lynx signed Layshia Clarendon.,signing,bbref_transactions_2021.html
2021-06-13,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320625.json
2021-06-13,NYL,,Jocelyn Willoughby,ACHILLES,missed_game_injury,espn_summary_401320628.json
2021-06-13,NYL,,Natasha Howard,DID NOT DRESS - INJURY/ILLNESS,missed_game_injury,espn_summary_401320628.json
2021-06-13,NYL,,Sabrina Ionescu,LEFT ANKLE TENDINITIS,missed_game_injury,espn_summary_401320628.json
2021-06-13,PHO,,Bria Hartley,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320628.json
2021-06-13,PHO,,Diana Taurasi,STERNUM INJURY,missed_game_injury,espn_summary_401320628.json
2021-06-13,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320627.json
2021-06-13,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320627.json
2021-06-13,LVA,,Joyner Holmes,COACH'S DECISION,missed_game_other,espn_summary_401320627.json
2021-06-13,NYL,,Kiah Stokes,OVERSEAS,missed_game_other,espn_summary_401320628.json
2021-06-13,PHO,,Haley Gorecki,COACH'S DECISION,missed_game_other,espn_summary_401320628.json
2021-06-14,CHI,Lexie Brown,,The Chicago Sky signed Lexie Brown.,signing,bbref_transactions_2021.html
2021-06-15,IND,,Aaliyah Wilson,LEFT FOOT,missed_game_injury,espn_summary_401320629.json
2021-06-15,IND,,Bernadett Hatar,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401320629.json
2021-06-15,MIN,,Aerial Powers,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320630.json
2021-06-15,MIN,,Jessica Shepard,ADDUCTOR,missed_game_injury,espn_summary_401320630.json
2021-06-15,MIN,,Natalie Achonwa,RIGHT MCL SPRAIN,missed_game_injury,espn_summary_401320630.json
2021-06-15,MIN,,Rennia Davis,STRESS FRACTURE LEFT FOOT,missed_game_injury,espn_summary_401320630.json
2021-06-15,NYL,,Jocelyn Willoughby,INJURY/ILLNESS,missed_game_injury,espn_summary_401320631.json
2021-06-15,NYL,,Natasha Howard,INJURY/ILLNESS,missed_game_injury,espn_summary_401320631.json
2021-06-15,NYL,,Sabrina Ionescu,INJURY/ILLNESS,missed_game_injury,espn_summary_401320631.json
2021-06-15,LVA,,Angel McCoughtry,NOT WITH TEAM,missed_game_other,espn_summary_401320631.json
2021-06-15,MIN,Cierra Burdick,,The Minnesota Lynx signed Cierra Burdick.,signing,bbref_transactions_2021.html
2021-06-16,PHO,,Alanna Smith,COACH'S DECISION,missed_game_other,espn_summary_401320632.json
2021-06-16,PHO,,Haley Gorecki,COACH'S DECISION,missed_game_other,espn_summary_401320632.json
2021-06-17,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320635.json
2021-06-17,IND,,Bernadett Hatar,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401320633.json
2021-06-17,ATL,,Shekinna Stricklen,COACH'S DECISION,missed_game_other,espn_summary_401320634.json
2021-06-17,CON,,DiJonai Carrington,COACH'S DECISION,missed_game_other,espn_summary_401320635.json
2021-06-17,CON,,Stephanie Jones,COACH'S DECISION,missed_game_other,espn_summary_401320635.json
2021-06-17,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320636.json
2021-06-17,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320636.json
2021-06-17,IND,,Aaliyah Wilson,COACH'S DECISION,missed_game_other,espn_summary_401320633.json
2021-06-17,SEA,,Kennedy Burke,COACH'S DECISION,missed_game_other,espn_summary_401320633.json
2021-06-17,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401320633.json
2021-06-17,WAS,,Erica McCall,COACH'S DECISION,missed_game_other,espn_summary_401320634.json
2021-06-19,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320639.json
2021-06-19,CHI,,Lexie Brown,COACH'S DECISION,missed_game_other,espn_summary_401320639.json
2021-06-19,CON,,DiJonai Carrington,COACH'S DECISION,missed_game_other,espn_summary_401320639.json
2021-06-19,CON,,Stephanie Jones,COACH'S DECISION,missed_game_other,espn_summary_401320639.json
2021-06-19,IND,,Aaliyah Wilson,COACH'S DECISION,missed_game_other,espn_summary_401320640.json
2021-06-19,IND,,Lauren Cox,COACH'S DECISION,missed_game_other,espn_summary_401320640.json
2021-06-19,WAS,,Stella Johnson,COACH'S DECISION,missed_game_other,espn_summary_401320640.json
2021-06-20,LAS,,Arella Guirantes,COACH'S DECISION,missed_game_other,espn_summary_401320642.json
2021-06-20,NYL,,DiDi Richards,COACH'S DECISION,missed_game_other,espn_summary_401320642.json
2021-06-20,NYL,,Leaonna Odom,COACH'S DECISION,missed_game_other,espn_summary_401320642.json
2021-06-20,MIN,,Cierra Burdick,The Minnesota Lynx released Cierra Burdick.,waiver,bbref_transactions_2021.html
2021-06-20,MIN,,Layshia Clarendon,The Minnesota Lynx released Layshia Clarendon.,waiver,bbref_transactions_2021.html
2021-06-21,MIN,Layshia Clarendon,,The Minnesota Lynx signed Layshia Clarendon.,signing,bbref_transactions_2021.html
2021-06-21,WAS,Megan Gustafson,,The Washington Mystics signed Megan Gustafson.,signing,bbref_transactions_2021.html
2021-06-22,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320643.json
2021-06-22,NYL,,Jocelyn Willoughby,LEFT ACHILLES TENDON,missed_game_injury,espn_summary_401320644.json
2021-06-22,NYL,,Natasha Howard,LEFT KNEE,missed_game_injury,espn_summary_401320644.json
2021-06-22,WAS,,Elena Delle Donne,BACK,missed_game_injury,espn_summary_401320645.json
2021-06-22,WAS,,Erica McCall,RIGHT KNEE SPRAIN,missed_game_injury,espn_summary_401320645.json
2021-06-22,WAS,,Kiara Leslie,CONCUSSION PROTOCOL,missed_game_injury,espn_summary_401320645.json
2021-06-22,WAS,,Myisha Hines-Allen,LEFT PATELLAR TENDON STRAIN,missed_game_injury,espn_summary_401320645.json
2021-06-22,WAS,,Natasha Cloud,RIGHT ANKLE SPRAIN,missed_game_injury,espn_summary_401320645.json
2021-06-22,CON,,DiJonai Carrington,COACH'S DECISION,missed_game_other,espn_summary_401320643.json
2021-06-22,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320643.json
2021-06-22,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320643.json
2021-06-22,SEA,,Kennedy Burke,COACH'S DECISION,missed_game_other,espn_summary_401320645.json
2021-06-22,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401320645.json
2021-06-22,NYL,,Reshanda Gray,The New York Liberty released Reshanda Gray.,waiver,bbref_transactions_2021.html
2021-06-23,ATL,,Shekinna Stricklen,COACH'S DECISION,missed_game_other,espn_summary_401320646.json
2021-06-23,MIN,,Jessica Shepard,COACH'S DECISION,missed_game_other,espn_summary_401320646.json
2021-06-24,NYL,,Jocelyn Willoughby,ACHILLES,missed_game_injury,espn_summary_401320648.json
2021-06-24,NYL,,Natasha Howard,LEFT KNEE INJURY,missed_game_injury,espn_summary_401320648.json
2021-06-24,LAS,,Arella Guirantes,COACH'S DECISION,missed_game_other,espn_summary_401320649.json
2021-06-24,LAS,,Bria Holmes,COACH'S DECISION,missed_game_other,espn_summary_401320649.json
2021-06-24,WAS,,Stella Johnson,COACH'S DECISION,missed_game_other,espn_summary_401320649.json
2021-06-24,PHO,,Haley Gorecki,The Phoenix Mercury released Haley Gorecki.,waiver,bbref_transactions_2021.html
2021-06-25,LVA,,Angel McCoughtry,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320650.json
2021-06-25,MIN,,Aerial Powers,RIGHT THUMB INJURY,missed_game_injury,espn_summary_401320650.json
2021-06-25,MIN,,Natalie Achonwa,SPRAINED RIGHT MCL,missed_game_injury,espn_summary_401320650.json
2021-06-25,MIN,,Rennia Davis,STRESS FRACTURE LEFT FOOT,missed_game_injury,espn_summary_401320650.json
2021-06-25,LVA,,Destiny Slocum,COACH'S DECISION,missed_game_other,espn_summary_401320650.json
2021-06-25,LVA,,Joyner Holmes,COACH'S DECISION,missed_game_other,espn_summary_401320650.json
2021-06-26,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320651.json
2021-06-26,NYL,,Rebecca Allen,COACH'S DECISION,missed_game_other,espn_summary_401320652.json
2021-06-26,WAS,,Stella Johnson,COACH'S DECISION,missed_game_other,espn_summary_401320651.json
2021-06-27,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320654.json
2021-06-27,LVA,,Angel McCoughtry,INJURY/ILLNESS,missed_game_injury,espn_summary_401320655.json
2021-06-27,PHO,,Bria Hartley,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320653.json
2021-06-27,LAS,,Bria Holmes,COACH'S DECISION,missed_game_other,espn_summary_401320653.json
2021-06-27,LVA,,Destiny Slocum,COACH'S DECISION,missed_game_other,espn_summary_401320655.json
2021-06-27,LVA,,Joyner Holmes,COACH'S DECISION,missed_game_other,espn_summary_401320655.json
2021-06-27,PHO,,Alanna Smith,COACH'S DECISION,missed_game_other,espn_summary_401320653.json
2021-06-27,SEA,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401320655.json
2021-06-27,CON,,Emma Cannon,The Connecticut Sun released Emma Cannon.,waiver,bbref_transactions_2021.html
2021-06-27,IND,,Lauren Cox,The Indiana Fever waived Lauren Cox.,waiver,bbref_transactions_2021.html
2021-06-28,IND,Chelsey Perry,,The Indiana Fever signed Chelsey Perry.,signing,bbref_transactions_2021.html
2021-06-28,LAS,,Bria Holmes,The Los Angeles Sparks waived Bria Holmes.,waiver,bbref_transactions_2021.html
2021-06-28,LAS,,Kristine Anigwe,The Los Angeles Sparks released Kristine Anigwe.,waiver,bbref_transactions_2021.html
2021-06-28,LVA,,Joyner Holmes,The Las Vegas Aces waived Joyner Holmes.,waiver,bbref_transactions_2021.html
2021-06-28,MIN,,Rachel Banham,The Minnesota Lynx waived Rachel Banham.,waiver,bbref_transactions_2021.html
2021-06-28,SEA,,Kiana Williams,The Seattle Storm waived Kiana Williams.,waiver,bbref_transactions_2021.html
2021-06-28,WAS,,Kiara Leslie,The Washington Mystics waived Kiara Leslie.,waiver,bbref_transactions_2021.html
2021-06-28,WAS,,Megan Gustafson,The Washington Mystics waived Megan Gustafson.,waiver,bbref_transactions_2021.html
2021-06-28,WAS,,Stella Johnson,The Washington Mystics waived Stella Johnson.,waiver,bbref_transactions_2021.html
2021-06-29,ATL,,Tiffany Hayes,MCL,missed_game_injury,espn_summary_401320656.json
2021-06-29,NYL,,Jocelyn Willoughby,LEFT ACHILLES TENDON,missed_game_injury,espn_summary_401320656.json
2021-06-29,NYL,,Natasha Howard,LEFT KNEE INJURY,missed_game_injury,espn_summary_401320656.json
2021-06-29,WAS,,Elena Delle Donne,BACK SURGERY,missed_game_injury,espn_summary_401320657.json
2021-06-29,WAS,,Erica McCall,SPRAINED RIGHT KNEE,missed_game_injury,espn_summary_401320657.json
2021-06-29,CON,,Alyssa Thomas,COACH'S DECISION,missed_game_other,espn_summary_401320657.json
2021-06-29,NYL,,Kiah Stokes,PERSONAL,missed_game_other,espn_summary_401320656.json
2021-06-29,NYL,,Rebecca Allen,COACH'S DECISION,missed_game_other,espn_summary_401320656.json
2021-06-29,NYL,,Reshanda Gray,COACH'S DECISION,missed_game_other,espn_summary_401320656.json
2021-06-29,WAS,,Myisha Hines-Allen,COACH'S DECISION,missed_game_other,espn_summary_401320657.json
2021-06-29,WAS,,Natasha Cloud,COACH'S DECISION,missed_game_other,espn_summary_401320657.json
2021-06-29,LAS,,Karlie Samuelson,The Los Angeles Sparks released Karlie Samuelson.,waiver,bbref_transactions_2021.html
2021-06-30,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320658.json
2021-06-30,PHO,,Alanna Smith,COACH'S DECISION,missed_game_other,espn_summary_401320659.json
2021-06-30,LAS,Bria Holmes,,The Los Angeles Sparks signed Bria Holmes.,signing,bbref_transactions_2021.html
2021-06-30,LAS,Karlie Samuelson,,The Los Angeles Sparks signed Karlie Samuelson.,signing,bbref_transactions_2021.html
2021-06-30,LAS,Lauren Cox,,The Los Angeles Sparks signed Lauren Cox.,signing,bbref_transactions_2021.html
2021-06-30,MIN,,Layshia Clarendon,The Minnesota Lynx released Layshia Clarendon.,waiver,bbref_transactions_2021.html
2021-06-30,NYL,,Kiah Stokes,The New York Liberty waived Kiah Stokes.,waiver,bbref_transactions_2021.html
2021-07-01,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320661.json
2021-07-01,IND,,Jessica Breland,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320661.json
2021-07-01,CON,,Stephanie Jones,COACH'S DECISION,missed_game_other,espn_summary_401320661.json
2021-07-01,NYL,Reshanda Gray,,The New York Liberty signed Reshanda Gray.,signing,bbref_transactions_2021.html
2021-07-01,SEA,Cierra Burdick,,The Seattle Storm signed Cierra Burdick to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-01,WAS,Megan Gustafson,,The Washington Mystics signed Megan Gustafson to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-01,WAS,Shatori Walker-Kimbrough,,The Washington Mystics signed Shatori Walker-Kimbrough to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-02,ATL,,Tiffany Hayes,RIGHT MCL TEAR,missed_game_injury,espn_summary_401320665.json
2021-07-02,ATL,,Aari McDonald,COACH'S DECISION,missed_game_other,espn_summary_401320665.json
2021-07-02,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320662.json
2021-07-02,DAL,,Charli Collier,COACH'S DECISION,missed_game_other,espn_summary_401320662.json
2021-07-02,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320662.json
2021-07-02,LAS,,Karlie Samuelson,COACH'S DECISION,missed_game_other,espn_summary_401320663.json
2021-07-02,LVA,,Destiny Slocum,COACH'S DECISION,missed_game_other,espn_summary_401320663.json
2021-07-02,LVA,,Ji-Su Park,COACH'S DECISION,missed_game_other,espn_summary_401320663.json
2021-07-02,LVA,,Kiah Stokes,COACH'S DECISION,missed_game_other,espn_summary_401320663.json
2021-07-02,SEA,,Cierra Burdick,COACH'S DECISION,missed_game_other,espn_summary_401320665.json
2021-07-02,LVA,Kiah Stokes,,The Las Vegas Aces signed Kiah Stokes.,signing,bbref_transactions_2021.html
2021-07-02,MIN,Layshia Clarendon,,The Minnesota Lynx signed Layshia Clarendon.,signing,bbref_transactions_2021.html
2021-07-02,SEA,,Candice Dupree,The Seattle Storm waived Candice Dupree.,waiver,bbref_transactions_2021.html
2021-07-03,CON,,Alyssa Thomas,ACHILLES,missed_game_injury,espn_summary_401320666.json
2021-07-03,IND,,Aaliyah Wilson,COACH'S DECISION,missed_game_other,espn_summary_401320666.json
2021-07-03,IND,,Kysre Gondrezick,COACH'S DECISION,missed_game_other,espn_summary_401320666.json
2021-07-03,WAS,,Natasha Cloud,COACH'S DECISION,missed_game_other,espn_summary_401320667.json
2021-07-04,LAS,,Arella Guirantes,COACH'S DECISION,missed_game_other,espn_summary_401320669.json
2021-07-04,SEA,,Cierra Burdick,COACH'S DECISION,missed_game_other,espn_summary_401320669.json
2021-07-05,NYL,,Jocelyn Willoughby,LEFT ACHILLES TENDON,missed_game_injury,espn_summary_401320670.json
2021-07-05,NYL,,Natasha Howard,LEFT KNEE,missed_game_injury,espn_summary_401320670.json
2021-07-05,NYL,,Rebecca Allen,RIGHT FOOT,missed_game_injury,espn_summary_401320670.json
2021-07-05,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320670.json
2021-07-05,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320670.json
2021-07-05,MIN,Rachel Banham,,The Minnesota Lynx signed Rachel Banham.,signing,bbref_transactions_2021.html
2021-07-05,SEA,N'dea Jones,,The Seattle Storm signed N'dea Jones to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-06,ATL,,Chennedy Carter,The Atlanta Dream suspended the contract of Chennedy Carter.,contract_suspension,bbref_transactions_2021.html
2021-07-06,MIN,Natasha Mack,,The Minnesota Lynx signed Natasha Mack to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-07,MIN,,Aerial Powers,RIGHT ELBOW,missed_game_injury,espn_summary_401320671.json
2021-07-07,MIN,,Natalie Achonwa,RIGHT MCL SPRAIN,missed_game_injury,espn_summary_401320671.json
2021-07-07,MIN,,Rennia Davis,STRESS FRACTURE LEFT FOOT,missed_game_injury,espn_summary_401320671.json
2021-07-07,DAL,,Awak Kuier,COACH'S DECISION,missed_game_other,espn_summary_401320671.json
2021-07-07,DAL,,Chelsea Dungee,COACH'S DECISION,missed_game_other,espn_summary_401320671.json
2021-07-07,LVA,,Destiny Slocum,COACH'S DECISION,missed_game_other,espn_summary_401320672.json
2021-07-07,LVA,,Ji-Su Park,COACH'S DECISION,missed_game_other,espn_summary_401320672.json
2021-07-07,MIN,,Natasha Mack,COACH'S DECISION,missed_game_other,espn_summary_401320671.json
2021-07-07,PHO,,Alanna Smith,COACH'S DECISION,missed_game_other,espn_summary_401320672.json
2021-07-07,SEA,,Kennedy Burke,COACH'S DECISION,missed_game_other,espn_summary_401320673.json
2021-07-07,SEA,,N'Dea Jones,COACH'S DECISION,missed_game_other,espn_summary_401320673.json
2021-07-08,,,Tamera Young,Tamera Young announced retirement.,retirement,bbref_transactions_2021.html
2021-07-08,SEA,Cierra Burdick,,The Seattle Storm signed Cierra Burdick to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-08,WAS,Megan Gustafson,,The Washington Mystics signed Megan Gustafson to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-08,WAS,Shatori Walker-Kimbrough,,The Washington Mystics signed Shatori Walker-Kimbrough to a 7-day contract.,signing,bbref_transactions_2021.html
2021-07-09,ATL,,Tiffany Hayes,RIGHT MCL TEAR,missed_game_injury,espn_summary_401320674.json
2021-07-09,CON,,Alyssa Thomas,TORN ACHILLES TENDON,missed_game_injury,espn_summary_401320674.json
2021-07-09,IND,,Bernadett Hatar,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401320675.json
2021-07-09,NYL,,Jocelyn Willoughby,LEFT ACHILLES TENDON,missed_game_injury,espn_summary_401320675.json
2021-07-09,NYL,,Natasha Howard,LEFT KNEE,missed_game_injury,espn_summary_401320675.json
2021-07-09,PHO,,Bria Hartley,RIGHT KNEE INJURY,missed_game_injury,espn_summary_401320676.json
2021-07-09,PHO,,Diana Taurasi,LEFT HIP INJURY,missed_game_injury,espn_summary_401320676.json
2021-07-09,ATL,,Chennedy Carter,SUSPENDED BY TEAM,missed_game_other,espn_summary_401320674.json
2021-07-09,CON,,DiJonai Carrington,COACH'S DECISION,missed_game_other,espn_summary_401320674.json
2021-07-09,CON,,Stephanie Jones,COACH'S DECISION,missed_game_other,espn_summary_401320674.json
2021-07-09,IND,,Victoria Vivians,COACH'S DECISION,missed_game_other,espn_summary_401320675.json
2021-07-09,MIN,,Natasha Mack,COACH'S DECISION,missed_game_other,espn_summary_401320677.json
